user_id,simulated_day,simulated_meal_time,ground_truth_id,ground_truth_name,recommendation_1,recommendation_2,recommendation_3,full_recommendation_ids,hit
USR_009,Friday,Dinner,RST_007,Restoran Bunda Seri Iskandar,"Che'gu Cafe, Restaurant & Catering",Warisan Dapur Ibu,Village 3 (V3) Café UTP,"['RST_043', 'RST_039', 'RST_017', 'RST_063', 'RST_062', 'RST_020', 'RST_067', 'RST_037', 'RST_048', 'RST_041']",0
USR_009,Saturday,Dinner,RST_050,Restoran Pakcik Wong Greentown,Restoran Bamboo House Seri Iskandar,Restoran Pakcik Wong Greentown,Restoran Pakcik Wong Station 18,"['RST_041', 'RST_050', 'RST_051', 'RST_063', 'RST_043', 'RST_062', 'RST_017', 'RST_020', 'RST_067', 'RST_037']",1
USR_010,Thursday,Midnight Snack,RST_029,Bischroon B Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_029', 'RST_027', 'RST_028', 'RST_047', 'RST_038', 'RST_082', 'RST_074']",1
USR_010,Friday,Late Dinner,RST_001,Tomyam Utama,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_046', 'RST_029', 'RST_027', 'RST_044', 'RST_028', 'RST_076', 'RST_030']",1
USR_010,Saturday,Midnight Snack,RST_002,D'Asean Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_029', 'RST_027', 'RST_028', 'RST_047', 'RST_038', 'RST_082', 'RST_074']",1
USR_010,Sunday,Late Dinner,RST_015,Nik Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_046', 'RST_029', 'RST_027', 'RST_044', 'RST_028', 'RST_076', 'RST_030']",1
USR_010,Monday,Midnight Snack,RST_029,Bischroon B Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_029', 'RST_027', 'RST_028', 'RST_047', 'RST_038', 'RST_082', 'RST_074']",1
USR_010,Tuesday,Late Dinner,RST_001,Tomyam Utama,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_046', 'RST_029', 'RST_027', 'RST_044', 'RST_028', 'RST_076', 'RST_030']",1
USR_010,Wednesday,Midnight Snack,RST_002,D'Asean Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_029', 'RST_027', 'RST_028', 'RST_047', 'RST_038', 'RST_082', 'RST_074']",1
USR_010,Thursday,Late Dinner,RST_015,Nik Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_046', 'RST_029', 'RST_027', 'RST_044', 'RST_028', 'RST_076', 'RST_030']",1
USR_010,Friday,Midnight Snack,RST_029,Bischroon B Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_029', 'RST_027', 'RST_028', 'RST_047', 'RST_038', 'RST_082', 'RST_074']",1
USR_010,Saturday,Late Dinner,RST_001,Tomyam Utama,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_046', 'RST_029', 'RST_027', 'RST_044', 'RST_028', 'RST_076', 'RST_030']",1
USR_010,Sunday,Midnight Snack,RST_002,D'Asean Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_029', 'RST_027', 'RST_028', 'RST_047', 'RST_038', 'RST_082', 'RST_074']",1
USR_010,Monday,Late Dinner,RST_015,Nik Tomyam,Tomyam Utama,Nik Tomyam,D'Asean Tomyam,"['RST_001', 'RST_015', 'RST_002', 'RST_046', 'RST_029', 'RST_027', 'RST_044', 'RST_028', 'RST_076', 'RST_030']",1
